CMDLINE C:\Users\sebas\Anaconda3\python.exe combined_test.py
MEM 114.644531 1521115479.2336
MEM 114.644531 1521115479.3338
MEM 114.644531 1521115479.4341
MEM 114.644531 1521115479.5344
MEM 114.644531 1521115479.6346
MEM 114.644531 1521115479.7349
MEM 114.644531 1521115479.8352
MEM 114.644531 1521115479.9354
MEM 114.644531 1521115480.0357
MEM 114.644531 1521115480.1360
MEM 114.644531 1521115480.2362
MEM 114.644531 1521115480.3365
MEM 114.644531 1521115480.4368
MEM 114.644531 1521115480.5370
MEM 114.644531 1521115480.6373
MEM 114.644531 1521115480.7376
MEM 114.644531 1521115480.8378
MEM 114.644531 1521115480.9381
MEM 114.644531 1521115481.0384
MEM 114.644531 1521115481.1386
MEM 114.644531 1521115481.2389
MEM 114.644531 1521115481.3392
MEM 114.644531 1521115481.4399
MEM 114.644531 1521115481.5402
MEM 114.644531 1521115481.6405
MEM 114.644531 1521115481.7407
MEM 114.644531 1521115481.8410
MEM 114.644531 1521115481.9413
MEM 114.644531 1521115482.0415
MEM 114.644531 1521115482.1418
MEM 114.644531 1521115482.2421
MEM 114.644531 1521115482.3423
MEM 114.644531 1521115482.4426
MEM 114.644531 1521115482.5429
MEM 114.644531 1521115482.6431
MEM 114.644531 1521115482.7434
MEM 114.644531 1521115482.8437
MEM 114.648438 1521115482.9439
MEM 114.648438 1521115483.0442
MEM 114.648438 1521115483.1445
MEM 114.648438 1521115483.2447
MEM 114.648438 1521115483.3450
MEM 114.648438 1521115483.4453
MEM 114.648438 1521115483.5455
MEM 114.648438 1521115483.6458
MEM 114.648438 1521115483.7461
MEM 114.648438 1521115483.8463
MEM 114.648438 1521115483.9466
MEM 114.648438 1521115484.0469
MEM 114.648438 1521115484.1471
MEM 114.648438 1521115484.2474
MEM 114.648438 1521115484.3477
MEM 114.648438 1521115484.4479
MEM 114.648438 1521115484.5482
MEM 114.648438 1521115484.6485
MEM 114.648438 1521115484.7487
MEM 114.648438 1521115484.8490
MEM 114.648438 1521115484.9493
MEM 114.648438 1521115485.0495
MEM 114.648438 1521115485.1498
MEM 114.648438 1521115485.2501
MEM 114.648438 1521115485.3503
MEM 114.648438 1521115485.4506
MEM 114.648438 1521115485.5509
MEM 114.648438 1521115485.6511
MEM 114.648438 1521115485.7514
MEM 114.648438 1521115485.8517
MEM 114.648438 1521115485.9519
MEM 114.648438 1521115486.0522
MEM 114.648438 1521115486.1525
MEM 114.648438 1521115486.2527
MEM 114.648438 1521115486.3530
MEM 114.648438 1521115486.4533
MEM 114.648438 1521115486.5535
MEM 114.648438 1521115486.6538
MEM 114.648438 1521115486.7541
MEM 114.648438 1521115486.8543
MEM 114.648438 1521115486.9546
MEM 114.648438 1521115487.0549
MEM 114.648438 1521115487.1551
MEM 114.648438 1521115487.2554
MEM 114.648438 1521115487.3557
MEM 114.648438 1521115487.4559
MEM 114.648438 1521115487.5562
MEM 114.648438 1521115487.6565
MEM 114.648438 1521115487.7567
MEM 114.648438 1521115487.8570
MEM 114.648438 1521115487.9573
MEM 114.648438 1521115488.0575
MEM 114.648438 1521115488.1578
MEM 114.648438 1521115488.2581
MEM 114.648438 1521115488.3583
MEM 114.648438 1521115488.4586
MEM 114.648438 1521115488.5589
MEM 114.636719 1521115488.6591
MEM 114.636719 1521115488.7594
MEM 114.636719 1521115488.8597
MEM 114.636719 1521115488.9599
MEM 114.636719 1521115489.0607
MEM 114.636719 1521115489.1610
MEM 114.636719 1521115489.2612
MEM 114.636719 1521115489.3615
MEM 114.636719 1521115489.4618
MEM 114.636719 1521115489.5625
MEM 114.636719 1521115489.6633
MEM 114.636719 1521115489.7636
MEM 114.636719 1521115489.8638
MEM 114.636719 1521115489.9641
MEM 114.636719 1521115490.0649
MEM 114.636719 1521115490.1651
MEM 114.636719 1521115490.2654
MEM 114.636719 1521115490.3657
MEM 114.636719 1521115490.4660
MEM 114.636719 1521115490.5667
MEM 114.636719 1521115490.6690
MEM 114.636719 1521115490.7693
MEM 114.636719 1521115490.8696
MEM 114.636719 1521115490.9698
MEM 114.636719 1521115491.0701
MEM 114.636719 1521115491.1704
MEM 114.636719 1521115491.2706
MEM 114.636719 1521115491.3709
MEM 114.636719 1521115491.4712
MEM 114.636719 1521115491.5714
MEM 114.636719 1521115491.6717
MEM 114.636719 1521115491.7720
MEM 114.636719 1521115491.8722
MEM 114.636719 1521115491.9725
MEM 114.636719 1521115492.0728
MEM 114.636719 1521115492.1730
MEM 114.636719 1521115492.2733
MEM 114.636719 1521115492.3736
MEM 114.636719 1521115492.4738
MEM 114.636719 1521115492.5741
MEM 114.636719 1521115492.6744
MEM 114.636719 1521115492.7746
MEM 114.636719 1521115492.8749
MEM 114.636719 1521115492.9752
MEM 114.636719 1521115493.0754
MEM 114.636719 1521115493.1757
MEM 114.636719 1521115493.2760
MEM 114.636719 1521115493.3762
MEM 114.636719 1521115493.4765
MEM 114.636719 1521115493.5768
MEM 114.636719 1521115493.6770
MEM 114.636719 1521115493.7773
MEM 114.613281 1521115493.8776
MEM 114.566406 1521115493.9793
MEM 114.531250 1521115494.0796
MEM 114.531250 1521115494.1809
MEM 114.531250 1521115494.2811
MEM 114.531250 1521115494.3814
MEM 114.535156 1521115494.4817
MEM 114.535156 1521115494.5819
MEM 114.535156 1521115494.6822
MEM 114.535156 1521115494.7825
MEM 114.535156 1521115494.8827
MEM 114.535156 1521115494.9835
MEM 114.535156 1521115495.0838
MEM 114.535156 1521115495.1840
MEM 114.535156 1521115495.2843
MEM 114.535156 1521115495.3846
MEM 114.535156 1521115495.4848
MEM 114.535156 1521115495.5851
MEM 114.535156 1521115495.6854
MEM 114.535156 1521115495.7856
MEM 114.535156 1521115495.8859
MEM 114.535156 1521115495.9862
MEM 114.535156 1521115496.0864
MEM 114.535156 1521115496.1867
MEM 114.535156 1521115496.2870
MEM 114.535156 1521115496.3872
MEM 114.535156 1521115496.4875
MEM 114.535156 1521115496.5878
MEM 114.535156 1521115496.6880
MEM 114.535156 1521115496.7888
MEM 114.535156 1521115496.8891
MEM 114.535156 1521115496.9898
MEM 114.535156 1521115497.0901
MEM 114.535156 1521115497.1904
MEM 114.535156 1521115497.2906
MEM 114.535156 1521115497.3909
MEM 114.535156 1521115497.4912
MEM 114.535156 1521115497.5914
MEM 114.535156 1521115497.6917
MEM 114.535156 1521115497.7920
MEM 114.535156 1521115497.8922
MEM 114.535156 1521115497.9925
MEM 114.535156 1521115498.0928
MEM 114.535156 1521115498.1930
MEM 114.535156 1521115498.2933
MEM 114.535156 1521115498.3936
MEM 114.535156 1521115498.4938
MEM 114.535156 1521115498.5941
MEM 114.535156 1521115498.6944
MEM 114.535156 1521115498.7951
MEM 114.535156 1521115498.8954
MEM 114.535156 1521115498.9957
MEM 114.535156 1521115499.0959
MEM 114.535156 1521115499.1962
MEM 114.535156 1521115499.2965
MEM 114.535156 1521115499.3967
MEM 114.535156 1521115499.4970
MEM 114.535156 1521115499.5973
MEM 114.535156 1521115499.6975
MEM 114.535156 1521115499.7978
MEM 114.535156 1521115499.8981
MEM 114.535156 1521115499.9983
MEM 114.535156 1521115500.0986
MEM 114.535156 1521115500.1989
MEM 114.535156 1521115500.2991
MEM 114.535156 1521115500.3994
MEM 114.535156 1521115500.4997
MEM 114.535156 1521115500.5999
MEM 114.535156 1521115500.7002
MEM 114.535156 1521115500.8005
MEM 114.535156 1521115500.9007
MEM 114.535156 1521115501.0010
MEM 114.535156 1521115501.1013
MEM 114.535156 1521115501.2015
MEM 114.535156 1521115501.3018
MEM 114.535156 1521115501.4021
MEM 114.535156 1521115501.5023
MEM 114.535156 1521115501.6026
MEM 114.535156 1521115501.7029
MEM 114.535156 1521115501.8031
MEM 114.535156 1521115501.9034
MEM 114.535156 1521115502.0037
MEM 114.535156 1521115502.1040
MEM 114.535156 1521115502.2042
MEM 114.535156 1521115502.3045
MEM 114.535156 1521115502.4053
MEM 114.535156 1521115502.5055
MEM 114.535156 1521115502.6058
MEM 114.582031 1521115502.7061
MEM 114.582031 1521115502.8063
MEM 114.582031 1521115502.9066
MEM 114.582031 1521115503.0069
MEM 114.582031 1521115503.1071
MEM 114.582031 1521115503.2074
MEM 114.582031 1521115503.3078
MEM 114.582031 1521115503.4081
MEM 114.582031 1521115503.5083
MEM 114.582031 1521115503.6092
MEM 114.582031 1521115503.7100
MEM 114.582031 1521115503.8107
MEM 114.582031 1521115503.9110
MEM 114.582031 1521115504.0113
MEM 114.582031 1521115504.1115
MEM 114.582031 1521115504.2118
MEM 114.582031 1521115504.3121
MEM 114.582031 1521115504.4123
MEM 114.582031 1521115504.5126
MEM 114.582031 1521115504.6129
MEM 114.582031 1521115504.7131
MEM 114.582031 1521115504.8134
MEM 114.582031 1521115504.9137
MEM 114.582031 1521115505.0139
MEM 114.582031 1521115505.1142
MEM 114.582031 1521115505.2145
MEM 114.582031 1521115505.3147
MEM 114.582031 1521115505.4150
MEM 114.582031 1521115505.5153
MEM 114.582031 1521115505.6155
MEM 114.582031 1521115505.7158
MEM 114.582031 1521115505.8161
MEM 114.582031 1521115505.9163
MEM 114.582031 1521115506.0166
MEM 114.582031 1521115506.1169
MEM 114.582031 1521115506.2171
MEM 114.582031 1521115506.3174
MEM 114.582031 1521115506.4177
MEM 114.582031 1521115506.5179
MEM 114.582031 1521115506.6182
MEM 114.582031 1521115506.7185
MEM 114.582031 1521115506.8192
MEM 114.582031 1521115506.9195
MEM 114.582031 1521115507.0198
MEM 114.582031 1521115507.1200
MEM 114.582031 1521115507.2203
MEM 114.582031 1521115507.3206
MEM 114.582031 1521115507.4208
MEM 114.582031 1521115507.5211
MEM 114.582031 1521115507.6214
MEM 114.582031 1521115507.7216
MEM 114.582031 1521115507.8219
MEM 114.582031 1521115507.9222
MEM 114.582031 1521115508.0224
MEM 114.582031 1521115508.1232
MEM 114.582031 1521115508.2235
MEM 114.582031 1521115508.3242
MEM 114.582031 1521115508.4245
MEM 114.582031 1521115508.5248
MEM 114.582031 1521115508.6250
MEM 114.582031 1521115508.7258
MEM 114.582031 1521115508.8261
MEM 114.582031 1521115508.9263
MEM 114.582031 1521115509.0266
MEM 114.582031 1521115509.1269
MEM 114.582031 1521115509.2271
MEM 114.582031 1521115509.3274
MEM 114.582031 1521115509.4277
MEM 114.582031 1521115509.5279
MEM 114.582031 1521115509.6282
MEM 114.582031 1521115509.7285
MEM 114.582031 1521115509.8287
MEM 114.582031 1521115509.9290
MEM 114.582031 1521115510.0293
MEM 114.582031 1521115510.1295
MEM 114.582031 1521115510.2298
MEM 114.582031 1521115510.3301
MEM 114.582031 1521115510.4308
MEM 114.582031 1521115510.5311
MEM 114.582031 1521115510.6314
MEM 114.582031 1521115510.7316
MEM 114.582031 1521115510.8319
MEM 114.582031 1521115510.9322
MEM 114.582031 1521115511.0324
MEM 114.582031 1521115511.1327
MEM 114.582031 1521115511.2330
MEM 114.582031 1521115511.3332
MEM 114.582031 1521115511.4335
MEM 114.582031 1521115511.5338
MEM 114.582031 1521115511.6340
MEM 114.582031 1521115511.7343
MEM 114.582031 1521115511.8346
MEM 114.582031 1521115511.9348
MEM 114.582031 1521115512.0351
MEM 114.582031 1521115512.1354
MEM 114.582031 1521115512.2356
MEM 114.582031 1521115512.3359
MEM 114.582031 1521115512.4362
MEM 114.582031 1521115512.5364
MEM 114.582031 1521115512.6367
MEM 114.582031 1521115512.7370
MEM 114.582031 1521115512.8372
MEM 114.582031 1521115512.9375
MEM 114.582031 1521115513.0378
MEM 114.582031 1521115513.1380
MEM 114.582031 1521115513.2383
MEM 114.582031 1521115513.3386
MEM 114.582031 1521115513.4388
MEM 114.582031 1521115513.5391
MEM 114.582031 1521115513.6394
MEM 114.582031 1521115513.7398
MEM 114.582031 1521115513.8400
MEM 114.582031 1521115513.9403
MEM 114.582031 1521115514.0406
MEM 114.582031 1521115514.1408
MEM 114.582031 1521115514.2416
MEM 114.582031 1521115514.3419
MEM 114.582031 1521115514.4421
MEM 114.582031 1521115514.5424
MEM 114.582031 1521115514.6427
MEM 114.582031 1521115514.7429
MEM 114.582031 1521115514.8432
MEM 114.582031 1521115514.9435
MEM 114.582031 1521115515.0438
MEM 114.582031 1521115515.1440
MEM 114.582031 1521115515.2443
MEM 114.582031 1521115515.3446
MEM 114.582031 1521115515.4448
MEM 114.582031 1521115515.5451
MEM 114.582031 1521115515.6454
MEM 114.582031 1521115515.7456
MEM 114.582031 1521115515.8459
MEM 114.582031 1521115515.9462
MEM 114.582031 1521115516.0464
MEM 114.582031 1521115516.1467
MEM 114.582031 1521115516.2470
MEM 114.582031 1521115516.3472
MEM 114.582031 1521115516.4475
MEM 114.582031 1521115516.5478
MEM 114.582031 1521115516.6480
MEM 114.582031 1521115516.7483
MEM 114.582031 1521115516.8486
MEM 114.582031 1521115516.9488
MEM 114.582031 1521115517.0491
MEM 114.582031 1521115517.1494
MEM 114.582031 1521115517.2496
MEM 114.582031 1521115517.3499
MEM 114.582031 1521115517.4502
MEM 114.582031 1521115517.5504
MEM 114.582031 1521115517.6507
MEM 114.582031 1521115517.7510
MEM 114.582031 1521115517.8512
MEM 114.582031 1521115517.9515
MEM 114.582031 1521115518.0518
MEM 114.582031 1521115518.1520
MEM 114.582031 1521115518.2523
MEM 114.582031 1521115518.3526
MEM 114.582031 1521115518.4528
MEM 114.582031 1521115518.5531
MEM 114.582031 1521115518.6534
MEM 114.582031 1521115518.7536
MEM 114.582031 1521115518.8539
MEM 114.582031 1521115518.9542
MEM 114.582031 1521115519.0544
MEM 114.582031 1521115519.1547
MEM 114.582031 1521115519.2550
MEM 114.582031 1521115519.3552
MEM 114.582031 1521115519.4555
MEM 114.582031 1521115519.5558
MEM 114.582031 1521115519.6566
MEM 114.582031 1521115519.7568
MEM 114.582031 1521115519.8571
MEM 114.582031 1521115519.9579
MEM 114.582031 1521115520.0581
MEM 114.582031 1521115520.1584
MEM 114.582031 1521115520.2587
MEM 114.582031 1521115520.3589
MEM 114.582031 1521115520.4592
MEM 114.582031 1521115520.5595
MEM 114.582031 1521115520.6597
MEM 114.582031 1521115520.7600
MEM 114.582031 1521115520.8603
MEM 114.582031 1521115520.9605
MEM 114.582031 1521115521.0608
MEM 114.582031 1521115521.1611
MEM 114.582031 1521115521.2613
MEM 114.582031 1521115521.3616
MEM 114.582031 1521115521.4619
MEM 114.582031 1521115521.5621
MEM 114.582031 1521115521.6624
MEM 114.582031 1521115521.7627
MEM 114.582031 1521115521.8629
MEM 114.582031 1521115521.9632
MEM 114.582031 1521115522.0635
MEM 114.582031 1521115522.1637
MEM 114.582031 1521115522.2640
MEM 114.582031 1521115522.3643
MEM 114.582031 1521115522.4645
MEM 114.582031 1521115522.5648
MEM 114.582031 1521115522.6651
MEM 114.582031 1521115522.7653
MEM 114.582031 1521115522.8661
MEM 114.582031 1521115522.9664
MEM 114.582031 1521115523.0666
MEM 114.582031 1521115523.1669
MEM 114.582031 1521115523.2672
MEM 114.582031 1521115523.3674
MEM 114.582031 1521115523.4677
MEM 114.582031 1521115523.5680
MEM 114.582031 1521115523.6682
MEM 114.582031 1521115523.7685
MEM 114.582031 1521115523.8688
MEM 114.582031 1521115523.9690
MEM 114.582031 1521115524.0693
MEM 114.582031 1521115524.1696
MEM 114.582031 1521115524.2698
MEM 114.582031 1521115524.3701
MEM 114.582031 1521115524.4704
MEM 114.582031 1521115524.5706
MEM 114.582031 1521115524.6709
MEM 114.582031 1521115524.7712
MEM 114.582031 1521115524.8714
MEM 114.582031 1521115524.9722
MEM 114.582031 1521115525.0725
MEM 114.582031 1521115525.1727
MEM 114.582031 1521115525.2730
MEM 114.582031 1521115525.3733
MEM 114.582031 1521115525.4735
MEM 114.582031 1521115525.5738
MEM 114.582031 1521115525.6741
MEM 114.582031 1521115525.7743
MEM 114.582031 1521115525.8746
MEM 114.582031 1521115525.9749
MEM 114.582031 1521115526.0751
MEM 114.582031 1521115526.1754
MEM 114.582031 1521115526.2757
MEM 114.582031 1521115526.3759
MEM 114.582031 1521115526.4762
MEM 114.582031 1521115526.5765
MEM 114.582031 1521115526.6767
MEM 114.582031 1521115526.7770
MEM 114.582031 1521115526.8773
MEM 114.582031 1521115526.9775
MEM 114.582031 1521115527.0783
MEM 114.582031 1521115527.1786
MEM 114.582031 1521115527.2788
MEM 114.582031 1521115527.3791
MEM 114.582031 1521115527.4799
MEM 114.582031 1521115527.5801
MEM 114.582031 1521115527.6804
MEM 114.582031 1521115527.7807
MEM 114.582031 1521115527.8809
MEM 114.582031 1521115527.9812
MEM 114.582031 1521115528.0820
MEM 114.582031 1521115528.1822
MEM 114.582031 1521115528.2825
MEM 114.582031 1521115528.3828
MEM 114.582031 1521115528.4830
MEM 114.582031 1521115528.5833
MEM 114.582031 1521115528.6836
MEM 114.582031 1521115528.7838
MEM 114.582031 1521115528.8841
MEM 114.582031 1521115528.9844
MEM 114.582031 1521115529.0846
MEM 114.582031 1521115529.1849
MEM 114.582031 1521115529.2852
MEM 114.582031 1521115529.3854
MEM 114.582031 1521115529.4857
MEM 114.582031 1521115529.5860
MEM 114.582031 1521115529.6862
MEM 114.582031 1521115529.7865
MEM 114.582031 1521115529.8868
MEM 114.582031 1521115529.9870
MEM 114.582031 1521115530.0878
MEM 114.582031 1521115530.1881
MEM 114.582031 1521115530.2884
MEM 114.582031 1521115530.3886
MEM 114.582031 1521115530.4889
MEM 114.582031 1521115530.5892
MEM 114.582031 1521115530.6894
MEM 114.582031 1521115530.7897
MEM 114.582031 1521115530.8900
MEM 114.582031 1521115530.9902
MEM 114.582031 1521115531.0905
MEM 114.582031 1521115531.1908
MEM 114.582031 1521115531.2910
MEM 114.582031 1521115531.3913
MEM 114.582031 1521115531.4916
MEM 114.582031 1521115531.5918
MEM 114.582031 1521115531.6921
MEM 114.582031 1521115531.7924
MEM 114.582031 1521115531.8926
MEM 114.582031 1521115531.9929
MEM 114.582031 1521115532.0932
MEM 114.582031 1521115532.1934
MEM 114.582031 1521115532.2937
MEM 114.582031 1521115532.3940
MEM 114.582031 1521115532.4942
MEM 114.582031 1521115532.5945
MEM 114.582031 1521115532.6948
MEM 114.582031 1521115532.7950
MEM 114.582031 1521115532.8953
MEM 114.582031 1521115532.9956
MEM 114.582031 1521115533.0958
MEM 114.582031 1521115533.1961
MEM 114.582031 1521115533.2964
MEM 114.582031 1521115533.3966
MEM 114.582031 1521115533.4969
MEM 114.582031 1521115533.5977
MEM 114.582031 1521115533.6979
MEM 114.582031 1521115533.7982
MEM 114.582031 1521115533.8985
MEM 114.582031 1521115533.9987
MEM 114.582031 1521115534.0990
MEM 114.582031 1521115534.1993
MEM 114.582031 1521115534.2995
MEM 114.582031 1521115534.3998
MEM 114.582031 1521115534.5001
MEM 114.582031 1521115534.6003
MEM 114.582031 1521115534.7006
MEM 114.582031 1521115534.8009
MEM 114.582031 1521115534.9011
MEM 114.582031 1521115535.0014
MEM 114.582031 1521115535.1017
MEM 114.582031 1521115535.2019
MEM 114.582031 1521115535.3022
MEM 114.582031 1521115535.4025
MEM 114.582031 1521115535.5027
MEM 114.582031 1521115535.6030
MEM 114.582031 1521115535.7033
MEM 114.582031 1521115535.8035
MEM 114.582031 1521115535.9038
MEM 114.582031 1521115536.0041
MEM 114.582031 1521115536.1043
MEM 114.582031 1521115536.2046
MEM 114.582031 1521115536.3049
MEM 114.582031 1521115536.4051
MEM 114.582031 1521115536.5054
MEM 114.582031 1521115536.6057
MEM 114.582031 1521115536.7059
MEM 114.582031 1521115536.8062
MEM 114.582031 1521115536.9065
MEM 114.582031 1521115537.0067
MEM 114.582031 1521115537.1070
MEM 114.582031 1521115537.2073
MEM 114.582031 1521115537.3075
MEM 114.582031 1521115537.4078
MEM 114.582031 1521115537.5081
MEM 114.582031 1521115537.6083
MEM 114.582031 1521115537.7086
MEM 114.582031 1521115537.8089
MEM 114.582031 1521115537.9091
MEM 114.582031 1521115538.0094
MEM 114.582031 1521115538.1102
MEM 114.582031 1521115538.2104
MEM 114.582031 1521115538.3107
MEM 114.582031 1521115538.4110
MEM 114.582031 1521115538.5112
MEM 114.582031 1521115538.6116
MEM 114.582031 1521115538.7118
MEM 114.582031 1521115538.8121
MEM 114.582031 1521115538.9124
MEM 114.582031 1521115539.0126
MEM 117.050781 1521115539.1129
MEM 118.054688 1521115539.2132
MEM 117.468750 1521115539.3134
MEM 117.378906 1521115539.4137
MEM 118.496094 1521115539.5140
MEM 118.496094 1521115539.6142
MEM 117.378906 1521115539.7145
MEM 117.812500 1521115539.8148
MEM 118.414062 1521115539.9150
MEM 118.496094 1521115540.0153
MEM 117.644531 1521115540.1156
MEM 118.140625 1521115540.2158
MEM 117.671875 1521115540.3166
MEM 118.375000 1521115540.4169
MEM 118.496094 1521115540.5171
MEM 117.679688 1521115540.6174
MEM 117.687500 1521115540.7177
MEM 117.378906 1521115540.8180
MEM 118.007812 1521115540.9183
MEM 117.683594 1521115541.0185
MEM 118.496094 1521115541.1188
MEM 117.921875 1521115541.2191
MEM 118.496094 1521115541.3193
MEM 117.707031 1521115541.4196
MEM 117.910156 1521115541.5199
MEM 117.812500 1521115541.6201
MEM 122.074219 1521115541.7204
MEM 131.617188 1521115541.8207
MEM 132.652344 1521115541.9207
MEM 132.652344 1521115542.0209
MEM 132.652344 1521115542.1213
MEM 132.652344 1521115542.2214
MEM 132.652344 1521115542.3221
MEM 132.652344 1521115542.4225
MEM 132.652344 1521115542.5227
MEM 132.652344 1521115542.6231
MEM 132.652344 1521115542.7237
MEM 132.652344 1521115542.8240
MEM 132.652344 1521115542.9243
MEM 132.652344 1521115543.0256
MEM 132.652344 1521115543.1261
MEM 132.652344 1521115543.2268
MEM 132.652344 1521115543.3278
MEM 132.652344 1521115543.4280
MEM 132.652344 1521115543.5284
MEM 132.652344 1521115543.6291
MEM 132.652344 1521115543.7292
MEM 132.652344 1521115543.8301
MEM 132.652344 1521115543.9309
MEM 132.652344 1521115544.0315
MEM 132.652344 1521115544.1328
MEM 132.652344 1521115544.2329
MEM 132.652344 1521115544.3338
MEM 132.652344 1521115544.4345
MEM 132.652344 1521115544.5349
MEM 132.652344 1521115544.6350
MEM 132.652344 1521115544.7360
MEM 132.652344 1521115544.8361
MEM 132.652344 1521115544.9370
MEM 132.652344 1521115545.0388
MEM 132.652344 1521115545.1389
MEM 132.652344 1521115545.2390
MEM 132.652344 1521115545.3397
MEM 132.652344 1521115545.4400
MEM 132.652344 1521115545.5402
MEM 132.652344 1521115545.6405
MEM 132.652344 1521115545.7420
MEM 132.652344 1521115545.8426
MEM 132.652344 1521115545.9432
MEM 132.652344 1521115546.0436
MEM 132.652344 1521115546.1441
MEM 132.652344 1521115546.2445
MEM 132.652344 1521115546.3447
MEM 132.652344 1521115546.4452
MEM 132.652344 1521115546.5454
MEM 132.652344 1521115546.6455
MEM 132.652344 1521115546.7457
MEM 132.652344 1521115546.8465
MEM 132.652344 1521115546.9479
MEM 132.652344 1521115547.0494
MEM 132.652344 1521115547.1494
MEM 132.652344 1521115547.2497
MEM 132.652344 1521115547.3505
MEM 132.652344 1521115547.4506
MEM 132.652344 1521115547.5508
MEM 132.652344 1521115547.6520
MEM 132.652344 1521115547.7528
MEM 132.652344 1521115547.8534
MEM 132.652344 1521115547.9538
MEM 132.652344 1521115548.0547
MEM 132.652344 1521115548.1551
MEM 132.652344 1521115548.2555
MEM 132.652344 1521115548.3560
MEM 132.652344 1521115548.4565
MEM 132.652344 1521115548.5569
MEM 132.652344 1521115548.6579
MEM 132.652344 1521115548.7593
MEM 132.652344 1521115548.8595
MEM 132.652344 1521115548.9601
MEM 132.652344 1521115549.0604
MEM 132.652344 1521115549.1618
MEM 132.652344 1521115549.2626
MEM 132.652344 1521115549.3629
MEM 132.652344 1521115549.4636
MEM 132.652344 1521115549.5640
MEM 132.652344 1521115549.6640
MEM 132.652344 1521115549.7641
MEM 132.652344 1521115549.8642
MEM 132.652344 1521115549.9646
MEM 132.652344 1521115550.0649
MEM 132.652344 1521115550.1656
MEM 132.652344 1521115550.2660
MEM 132.652344 1521115550.3671
MEM 132.652344 1521115550.4681
MEM 132.652344 1521115550.5683
MEM 132.652344 1521115550.6693
MEM 132.652344 1521115550.7698
MEM 132.652344 1521115550.8701
MEM 132.652344 1521115550.9704
MEM 132.652344 1521115551.0710
MEM 132.652344 1521115551.1711
MEM 132.652344 1521115551.2712
MEM 132.652344 1521115551.3725
MEM 132.652344 1521115551.4737
MEM 132.652344 1521115551.5740
MEM 132.652344 1521115551.6743
MEM 132.652344 1521115551.7744
MEM 132.652344 1521115551.8753
MEM 132.652344 1521115551.9764
MEM 132.652344 1521115552.0764
MEM 132.652344 1521115552.1766
MEM 132.652344 1521115552.2770
MEM 132.652344 1521115552.3775
MEM 132.652344 1521115552.4780
MEM 132.652344 1521115552.5787
MEM 132.652344 1521115552.6792
MEM 132.652344 1521115552.7799
MEM 132.652344 1521115552.8806
MEM 132.652344 1521115552.9822
MEM 132.652344 1521115553.0835
MEM 132.652344 1521115553.1843
MEM 132.652344 1521115553.2846
MEM 132.652344 1521115553.3848
MEM 132.652344 1521115553.4850
MEM 132.652344 1521115553.5850
MEM 132.652344 1521115553.6855
MEM 132.652344 1521115553.7859
MEM 132.652344 1521115553.8864
MEM 132.652344 1521115553.9871
MEM 132.652344 1521115554.0876
MEM 132.652344 1521115554.1883
MEM 132.652344 1521115554.2885
MEM 132.652344 1521115554.3888
MEM 132.652344 1521115554.4896
MEM 132.652344 1521115554.5899
MEM 132.652344 1521115554.6900
