CMDLINE C:\Users\sebas\Anaconda3\python.exe combined_test.py
MEM 114.625000 1521115378.1746
MEM 114.625000 1521115378.2889
MEM 114.625000 1521115378.3896
MEM 114.625000 1521115378.4899
MEM 114.625000 1521115378.5907
MEM 114.625000 1521115378.6909
MEM 114.625000 1521115378.7922
MEM 114.625000 1521115378.8925
MEM 114.625000 1521115378.9927
MEM 114.625000 1521115379.0945
MEM 114.625000 1521115379.1948
MEM 114.625000 1521115379.2951
MEM 114.625000 1521115379.3953
MEM 114.625000 1521115379.4956
MEM 114.625000 1521115379.5959
MEM 114.625000 1521115379.6961
MEM 114.625000 1521115379.7964
MEM 114.625000 1521115379.8967
MEM 114.625000 1521115379.9969
MEM 114.621094 1521115380.0972
MEM 114.621094 1521115380.1975
MEM 114.621094 1521115380.2977
MEM 114.621094 1521115380.3985
MEM 114.621094 1521115380.4988
MEM 114.621094 1521115380.6005
MEM 114.601562 1521115380.7008
MEM 114.601562 1521115380.8011
MEM 114.601562 1521115380.9013
MEM 114.601562 1521115381.0021
MEM 114.601562 1521115381.1024
MEM 114.601562 1521115381.2026
MEM 114.601562 1521115381.3029
MEM 114.601562 1521115381.4037
MEM 114.578125 1521115381.5044
MEM 114.574219 1521115381.6047
MEM 114.574219 1521115381.7050
MEM 114.574219 1521115381.8052
MEM 114.574219 1521115381.9055
MEM 114.574219 1521115382.0058
MEM 114.574219 1521115382.1060
MEM 114.574219 1521115382.2063
MEM 114.574219 1521115382.3066
MEM 114.574219 1521115382.4068
MEM 114.574219 1521115382.5071
MEM 114.574219 1521115382.6074
MEM 114.574219 1521115382.7076
MEM 114.574219 1521115382.8079
MEM 114.574219 1521115382.9082
MEM 114.574219 1521115383.0084
MEM 114.574219 1521115383.1087
MEM 114.574219 1521115383.2090
MEM 114.574219 1521115383.3092
MEM 114.574219 1521115383.4095
MEM 114.574219 1521115383.5098
MEM 114.574219 1521115383.6100
MEM 114.574219 1521115383.7103
MEM 114.574219 1521115383.8106
MEM 114.574219 1521115383.9108
MEM 114.574219 1521115384.0111
MEM 114.574219 1521115384.1114
MEM 114.574219 1521115384.2116
MEM 114.574219 1521115384.3119
MEM 114.574219 1521115384.4122
MEM 114.574219 1521115384.5124
MEM 114.574219 1521115384.6127
MEM 114.574219 1521115384.7130
MEM 114.574219 1521115384.8132
MEM 114.574219 1521115384.9135
MEM 114.574219 1521115385.0138
MEM 114.574219 1521115385.1140
MEM 114.574219 1521115385.2153
MEM 114.574219 1521115385.3161
MEM 114.574219 1521115385.4163
MEM 114.574219 1521115385.5166
MEM 114.574219 1521115385.6169
MEM 114.574219 1521115385.7171
MEM 114.570312 1521115385.8179
MEM 114.570312 1521115385.9182
MEM 114.570312 1521115386.0184
MEM 114.570312 1521115386.1187
MEM 114.570312 1521115386.2280
MEM 114.570312 1521115386.3282
MEM 114.570312 1521115386.4285
MEM 114.570312 1521115386.5288
MEM 114.570312 1521115386.6290
MEM 114.570312 1521115386.7293
MEM 114.570312 1521115386.8296
MEM 114.570312 1521115386.9298
MEM 114.570312 1521115387.0301
MEM 114.570312 1521115387.1304
MEM 114.570312 1521115387.2306
MEM 114.570312 1521115387.3309
MEM 114.570312 1521115387.4312
MEM 114.570312 1521115387.5314
MEM 114.570312 1521115387.6317
MEM 114.570312 1521115387.7320
MEM 114.570312 1521115387.8322
MEM 114.570312 1521115387.9325
MEM 114.570312 1521115388.0328
MEM 114.570312 1521115388.1330
MEM 114.570312 1521115388.2333
MEM 114.570312 1521115388.3336
MEM 114.570312 1521115388.4338
MEM 114.570312 1521115388.5341
MEM 114.570312 1521115388.6344
MEM 114.570312 1521115388.7346
MEM 114.570312 1521115388.8349
MEM 114.570312 1521115388.9352
MEM 114.570312 1521115389.0355
MEM 114.570312 1521115389.1357
MEM 114.570312 1521115389.2360
MEM 114.570312 1521115389.3363
MEM 114.570312 1521115389.4365
MEM 114.570312 1521115389.5368
MEM 114.570312 1521115389.6371
MEM 114.570312 1521115389.7373
MEM 114.570312 1521115389.8376
MEM 114.542969 1521115389.9389
MEM 114.542969 1521115390.0391
MEM 114.542969 1521115390.1394
MEM 114.585938 1521115390.2397
MEM 114.585938 1521115390.3399
MEM 114.585938 1521115390.4402
MEM 114.585938 1521115390.5405
MEM 114.585938 1521115390.6407
MEM 114.585938 1521115390.7410
MEM 114.585938 1521115390.8413
MEM 114.585938 1521115390.9415
MEM 114.585938 1521115391.0418
MEM 114.585938 1521115391.1421
MEM 114.585938 1521115391.2423
MEM 114.585938 1521115391.3426
MEM 114.585938 1521115391.4429
MEM 114.585938 1521115391.5431
MEM 114.585938 1521115391.6434
MEM 114.585938 1521115391.7437
MEM 114.585938 1521115391.8439
MEM 114.585938 1521115391.9442
MEM 114.585938 1521115392.0445
MEM 114.585938 1521115392.1447
MEM 114.585938 1521115392.2450
MEM 114.585938 1521115392.3463
MEM 114.585938 1521115392.4465
MEM 114.585938 1521115392.5473
MEM 114.585938 1521115392.6476
MEM 114.585938 1521115392.7478
MEM 114.585938 1521115392.8481
MEM 114.585938 1521115392.9484
MEM 114.585938 1521115393.0486
MEM 114.585938 1521115393.1489
MEM 114.585938 1521115393.2492
MEM 114.585938 1521115393.3494
MEM 114.585938 1521115393.4497
MEM 114.585938 1521115393.5500
MEM 114.585938 1521115393.6502
MEM 114.585938 1521115393.7505
MEM 114.585938 1521115393.8508
MEM 114.585938 1521115393.9510
MEM 114.585938 1521115394.0518
MEM 114.585938 1521115394.1521
MEM 114.585938 1521115394.2524
MEM 114.585938 1521115394.3526
MEM 114.566406 1521115394.4529
MEM 114.554688 1521115394.5532
MEM 114.546875 1521115394.6579
MEM 114.546875 1521115394.7582
MEM 114.546875 1521115394.8585
MEM 114.546875 1521115394.9587
MEM 114.546875 1521115395.0590
MEM 114.546875 1521115395.1593
MEM 114.546875 1521115395.2595
MEM 114.546875 1521115395.3598
MEM 114.546875 1521115395.4601
MEM 114.542969 1521115395.5613
MEM 114.542969 1521115395.6616
MEM 114.542969 1521115395.7619
MEM 114.542969 1521115395.8621
MEM 114.542969 1521115395.9624
MEM 114.542969 1521115396.0627
MEM 114.542969 1521115396.1629
MEM 114.542969 1521115396.2632
MEM 114.542969 1521115396.3635
MEM 114.542969 1521115396.4637
MEM 114.542969 1521115396.5645
MEM 114.542969 1521115396.6653
MEM 114.542969 1521115396.7655
MEM 114.542969 1521115396.8658
MEM 114.542969 1521115396.9661
MEM 114.542969 1521115397.0663
MEM 114.542969 1521115397.1666
MEM 114.542969 1521115397.2669
MEM 114.542969 1521115397.3671
MEM 114.542969 1521115397.4674
MEM 114.542969 1521115397.5677
MEM 114.542969 1521115397.6679
MEM 114.542969 1521115397.7682
MEM 114.542969 1521115397.8685
MEM 114.542969 1521115397.9687
MEM 114.542969 1521115398.0690
MEM 114.535156 1521115398.1718
MEM 114.535156 1521115398.2720
MEM 114.535156 1521115398.3723
MEM 114.535156 1521115398.4726
MEM 114.535156 1521115398.5728
MEM 114.535156 1521115398.6756
MEM 114.535156 1521115398.7759
MEM 114.535156 1521115398.8762
MEM 114.535156 1521115398.9764
MEM 114.535156 1521115399.0767
MEM 114.535156 1521115399.1770
MEM 114.535156 1521115399.2772
MEM 114.535156 1521115399.3775
MEM 114.535156 1521115399.4778
MEM 114.535156 1521115399.5780
MEM 114.535156 1521115399.6783
MEM 114.535156 1521115399.7786
MEM 114.535156 1521115399.8788
MEM 114.535156 1521115399.9791
MEM 114.535156 1521115400.0794
MEM 114.535156 1521115400.1801
MEM 114.535156 1521115400.2804
MEM 114.535156 1521115400.3807
MEM 114.535156 1521115400.4864
MEM 114.535156 1521115400.5867
MEM 114.535156 1521115400.6870
MEM 114.535156 1521115400.7872
MEM 114.531250 1521115400.8880
MEM 114.531250 1521115400.9908
MEM 114.531250 1521115401.0915
MEM 114.531250 1521115401.1923
MEM 114.531250 1521115401.2926
MEM 114.531250 1521115401.3928
MEM 114.531250 1521115401.4931
MEM 114.531250 1521115401.5934
MEM 114.531250 1521115401.6936
MEM 114.531250 1521115401.7939
MEM 114.531250 1521115401.8942
MEM 114.531250 1521115401.9944
MEM 114.531250 1521115402.0947
MEM 114.531250 1521115402.1950
MEM 114.531250 1521115402.2952
MEM 114.531250 1521115402.3960
MEM 114.531250 1521115402.4978
MEM 114.531250 1521115402.5981
MEM 114.531250 1521115402.6988
MEM 114.531250 1521115402.7991
MEM 114.531250 1521115402.8994
MEM 114.531250 1521115402.9996
MEM 114.531250 1521115403.0999
MEM 114.523438 1521115403.2002
MEM 114.523438 1521115403.3004
MEM 114.523438 1521115403.4012
MEM 114.523438 1521115403.5020
MEM 114.523438 1521115403.6027
MEM 114.523438 1521115403.7030
MEM 114.523438 1521115403.8033
MEM 114.523438 1521115403.9035
MEM 114.523438 1521115404.0038
MEM 114.523438 1521115404.1041
MEM 114.523438 1521115404.2043
MEM 114.523438 1521115404.3046
MEM 114.523438 1521115404.4049
MEM 114.523438 1521115404.5051
MEM 114.523438 1521115404.6054
MEM 114.523438 1521115404.7057
MEM 114.523438 1521115404.8059
MEM 114.523438 1521115404.9062
MEM 114.523438 1521115405.0065
MEM 114.523438 1521115405.1067
MEM 114.523438 1521115405.2070
MEM 114.523438 1521115405.3073
MEM 114.523438 1521115405.4075
MEM 114.523438 1521115405.5078
MEM 114.523438 1521115405.6081
MEM 114.523438 1521115405.7083
MEM 114.523438 1521115405.8086
MEM 114.523438 1521115405.9089
MEM 114.523438 1521115406.0096
MEM 114.523438 1521115406.1099
MEM 114.523438 1521115406.2102
MEM 114.523438 1521115406.3104
MEM 114.523438 1521115406.4107
MEM 114.523438 1521115406.5110
MEM 114.523438 1521115406.6112
MEM 114.523438 1521115406.7115
MEM 114.523438 1521115406.8118
MEM 114.523438 1521115406.9120
MEM 114.523438 1521115407.0128
MEM 114.523438 1521115407.1131
MEM 114.523438 1521115407.2133
MEM 114.523438 1521115407.3136
MEM 114.523438 1521115407.4139
MEM 114.523438 1521115407.5141
MEM 114.523438 1521115407.6144
MEM 114.523438 1521115407.7147
MEM 114.523438 1521115407.8149
MEM 114.523438 1521115407.9152
MEM 114.523438 1521115408.0155
MEM 114.523438 1521115408.1157
MEM 114.523438 1521115408.2160
MEM 114.523438 1521115408.3163
MEM 114.523438 1521115408.4165
MEM 114.523438 1521115408.5168
MEM 114.523438 1521115408.6171
MEM 114.523438 1521115408.7173
MEM 114.523438 1521115408.8176
MEM 114.523438 1521115408.9179
MEM 114.523438 1521115409.0181
MEM 114.523438 1521115409.1184
MEM 114.523438 1521115409.2187
MEM 114.523438 1521115409.3189
MEM 114.523438 1521115409.4192
MEM 114.523438 1521115409.5195
MEM 114.523438 1521115409.6202
MEM 114.523438 1521115409.7205
MEM 114.523438 1521115409.8208
MEM 114.523438 1521115409.9210
MEM 114.523438 1521115410.0213
MEM 114.523438 1521115410.1216
MEM 114.523438 1521115410.2218
MEM 114.523438 1521115410.3221
MEM 114.523438 1521115410.4224
MEM 114.523438 1521115410.5226
MEM 114.523438 1521115410.6229
MEM 114.523438 1521115410.7232
MEM 114.523438 1521115410.8234
MEM 114.523438 1521115410.9237
MEM 118.042969 1521115411.0240
MEM 117.441406 1521115411.1242
MEM 117.125000 1521115411.2250
MEM 117.421875 1521115411.3253
MEM 117.644531 1521115411.4255
MEM 117.335938 1521115411.5258
MEM 117.769531 1521115411.6261
MEM 117.625000 1521115411.7263
MEM 118.148438 1521115411.8266
MEM 118.371094 1521115411.9269
MEM 118.453125 1521115412.0271
MEM 117.335938 1521115412.1274
MEM 118.371094 1521115412.2277
MEM 119.054688 1521115412.3279
MEM 117.472656 1521115412.4282
MEM 119.066406 1521115412.5285
MEM 118.363281 1521115412.6287
MEM 118.347656 1521115412.7290
MEM 117.335938 1521115412.8293
MEM 118.175781 1521115412.9295
MEM 117.074219 1521115413.0298
MEM 117.039062 1521115413.1301
MEM 118.355469 1521115413.2303
MEM 117.003906 1521115413.3306
MEM 121.316406 1521115413.4309
MEM 131.480469 1521115413.5311
MEM 134.179688 1521115413.6314
MEM 133.996094 1521115413.7316
MEM 133.996094 1521115413.8325
MEM 133.996094 1521115413.9334
MEM 133.996094 1521115414.0338
MEM 133.996094 1521115414.1340
MEM 133.996094 1521115414.2343
MEM 133.996094 1521115414.3349
MEM 133.996094 1521115414.4357
MEM 133.996094 1521115414.5362
MEM 133.996094 1521115414.6364
MEM 133.996094 1521115414.7384
MEM 133.996094 1521115414.8386
MEM 133.996094 1521115414.9388
MEM 133.996094 1521115415.0392
MEM 133.996094 1521115415.1394
MEM 133.996094 1521115415.2399
MEM 133.996094 1521115415.3405
MEM 133.996094 1521115415.4410
MEM 133.996094 1521115415.5414
MEM 133.996094 1521115415.6426
MEM 133.996094 1521115415.7430
MEM 133.996094 1521115415.8433
MEM 133.996094 1521115415.9435
MEM 133.996094 1521115416.0441
MEM 133.996094 1521115416.1451
MEM 133.996094 1521115416.2455
MEM 133.996094 1521115416.3463
MEM 133.996094 1521115416.4465
MEM 133.996094 1521115416.5466
MEM 133.996094 1521115416.6474
MEM 133.996094 1521115416.7475
MEM 133.996094 1521115416.8476
MEM 133.996094 1521115416.9477
MEM 133.996094 1521115417.0479
MEM 133.996094 1521115417.1482
MEM 133.996094 1521115417.2486
MEM 133.996094 1521115417.3495
MEM 133.996094 1521115417.4495
MEM 133.996094 1521115417.5503
MEM 133.996094 1521115417.6506
MEM 133.996094 1521115417.7518
MEM 134.406250 1521115417.8521
MEM 134.652344 1521115417.9521
MEM 134.652344 1521115418.0525
MEM 134.656250 1521115418.1530
MEM 134.656250 1521115418.2535
MEM 134.656250 1521115418.3536
MEM 134.656250 1521115418.4544
MEM 134.656250 1521115418.5553
MEM 134.667969 1521115418.6561
MEM 134.667969 1521115418.7561
MEM 134.667969 1521115418.8563
MEM 134.667969 1521115418.9567
MEM 134.695312 1521115419.0574
MEM 134.695312 1521115419.1574
MEM 134.695312 1521115419.2574
MEM 134.695312 1521115419.3579
MEM 134.695312 1521115419.4582
MEM 134.695312 1521115419.5583
MEM 134.695312 1521115419.6585
MEM 134.695312 1521115419.7589
MEM 134.695312 1521115419.8591
MEM 134.695312 1521115419.9595
MEM 134.695312 1521115420.0597
MEM 134.695312 1521115420.1598
MEM 134.695312 1521115420.2601
MEM 134.695312 1521115420.3605
MEM 134.695312 1521115420.4609
MEM 134.695312 1521115420.5617
MEM 134.695312 1521115420.6618
MEM 134.695312 1521115420.7622
MEM 134.695312 1521115420.8626
MEM 134.695312 1521115420.9630
MEM 134.695312 1521115421.0632
MEM 134.695312 1521115421.1636
MEM 126.886719 1521115421.2638
MEM 118.402344 1521115421.3641
