CMDLINE C:\Users\sebas\Anaconda3\python.exe combined_test.py
MEM 114.917969 1521115684.9438
MEM 114.917969 1521115685.0441
MEM 114.917969 1521115685.1444
MEM 114.917969 1521115685.2446
MEM 114.917969 1521115685.3449
MEM 114.917969 1521115685.4452
MEM 114.917969 1521115685.5454
MEM 114.917969 1521115685.6457
MEM 114.917969 1521115685.7460
MEM 114.917969 1521115685.8462
MEM 114.917969 1521115685.9465
MEM 114.917969 1521115686.0468
MEM 114.917969 1521115686.1470
MEM 114.917969 1521115686.2473
MEM 114.917969 1521115686.3476
MEM 114.917969 1521115686.4478
MEM 114.917969 1521115686.5481
MEM 114.917969 1521115686.6484
MEM 114.921875 1521115686.7486
MEM 114.921875 1521115686.8489
MEM 114.921875 1521115686.9492
MEM 114.921875 1521115687.0494
MEM 114.921875 1521115687.1497
MEM 114.921875 1521115687.2500
MEM 114.921875 1521115687.3502
MEM 114.921875 1521115687.4505
MEM 114.921875 1521115687.5508
MEM 114.921875 1521115687.6510
MEM 114.921875 1521115687.7513
MEM 114.921875 1521115687.8516
MEM 114.921875 1521115687.9518
MEM 114.921875 1521115688.0521
MEM 114.921875 1521115688.1524
MEM 114.921875 1521115688.2526
MEM 114.921875 1521115688.3529
MEM 114.921875 1521115688.4532
MEM 114.921875 1521115688.5534
MEM 114.921875 1521115688.6537
MEM 114.921875 1521115688.7540
MEM 114.921875 1521115688.8542
MEM 114.921875 1521115688.9545
MEM 114.921875 1521115689.0548
MEM 114.921875 1521115689.1550
MEM 114.921875 1521115689.2553
MEM 114.921875 1521115689.3556
MEM 114.921875 1521115689.4558
MEM 114.921875 1521115689.5561
MEM 114.921875 1521115689.6564
MEM 114.921875 1521115689.7566
MEM 114.921875 1521115689.8569
MEM 114.921875 1521115689.9572
MEM 114.921875 1521115690.0574
MEM 114.921875 1521115690.1577
MEM 114.921875 1521115690.2580
MEM 114.921875 1521115690.3582
MEM 114.921875 1521115690.4586
MEM 114.921875 1521115690.5589
MEM 114.921875 1521115690.6591
MEM 114.921875 1521115690.7594
MEM 114.921875 1521115690.8596
MEM 114.921875 1521115690.9599
MEM 114.921875 1521115691.0602
MEM 114.921875 1521115691.1604
MEM 114.921875 1521115691.2607
MEM 114.921875 1521115691.3610
MEM 114.921875 1521115691.4613
MEM 114.921875 1521115691.5615
MEM 114.921875 1521115691.6618
MEM 114.921875 1521115691.7621
MEM 114.921875 1521115691.8623
MEM 114.921875 1521115691.9626
MEM 114.921875 1521115692.0629
MEM 114.921875 1521115692.1631
MEM 114.921875 1521115692.2634
MEM 114.921875 1521115692.3637
MEM 114.921875 1521115692.4640
MEM 114.921875 1521115692.5642
MEM 114.921875 1521115692.6645
MEM 114.921875 1521115692.7648
MEM 114.921875 1521115692.8650
MEM 114.921875 1521115692.9653
MEM 114.921875 1521115693.0656
MEM 114.921875 1521115693.1658
MEM 114.921875 1521115693.2661
MEM 114.921875 1521115693.3664
MEM 114.921875 1521115693.4666
MEM 114.921875 1521115693.5669
MEM 114.921875 1521115693.6672
MEM 114.921875 1521115693.7674
MEM 114.921875 1521115693.8677
MEM 114.921875 1521115693.9680
MEM 114.921875 1521115694.0682
MEM 114.921875 1521115694.1685
MEM 114.921875 1521115694.2688
MEM 114.921875 1521115694.3690
MEM 114.921875 1521115694.4693
MEM 114.921875 1521115694.5696
MEM 114.921875 1521115694.6698
MEM 114.921875 1521115694.7701
MEM 114.921875 1521115694.8704
MEM 114.921875 1521115694.9706
MEM 114.921875 1521115695.0709
MEM 114.921875 1521115695.1712
MEM 114.921875 1521115695.2714
MEM 114.921875 1521115695.3717
MEM 114.921875 1521115695.4720
MEM 114.921875 1521115695.5722
MEM 114.921875 1521115695.6725
MEM 114.921875 1521115695.7728
MEM 114.921875 1521115695.8730
MEM 114.921875 1521115695.9733
MEM 114.921875 1521115696.0736
MEM 114.921875 1521115696.1738
MEM 114.921875 1521115696.2741
MEM 114.921875 1521115696.3744
MEM 114.921875 1521115696.4746
MEM 114.921875 1521115696.5749
MEM 114.921875 1521115696.6752
MEM 114.921875 1521115696.7754
MEM 114.921875 1521115696.8757
MEM 114.921875 1521115696.9760
MEM 114.921875 1521115697.0762
MEM 114.921875 1521115697.1765
MEM 114.921875 1521115697.2768
MEM 114.921875 1521115697.3770
MEM 114.921875 1521115697.4773
MEM 114.921875 1521115697.5776
MEM 114.921875 1521115697.6778
MEM 114.921875 1521115697.7781
MEM 114.921875 1521115697.8784
MEM 114.921875 1521115697.9787
MEM 114.921875 1521115698.0789
MEM 114.921875 1521115698.1792
MEM 114.921875 1521115698.2795
MEM 114.921875 1521115698.3797
MEM 114.921875 1521115698.4800
MEM 114.921875 1521115698.5803
MEM 114.921875 1521115698.6805
MEM 114.921875 1521115698.7808
MEM 114.921875 1521115698.8811
MEM 114.921875 1521115698.9813
MEM 114.921875 1521115699.0816
MEM 114.921875 1521115699.1819
MEM 114.921875 1521115699.2821
MEM 114.921875 1521115699.3824
MEM 114.921875 1521115699.4827
MEM 114.921875 1521115699.5829
MEM 114.921875 1521115699.6832
MEM 114.921875 1521115699.7835
MEM 114.921875 1521115699.8837
MEM 114.921875 1521115699.9840
MEM 114.921875 1521115700.0843
MEM 114.921875 1521115700.1845
MEM 114.921875 1521115700.2848
MEM 114.921875 1521115700.3851
MEM 114.921875 1521115700.4853
MEM 114.921875 1521115700.5856
MEM 114.921875 1521115700.6859
MEM 114.921875 1521115700.7861
MEM 114.921875 1521115700.8864
MEM 114.921875 1521115700.9867
MEM 114.921875 1521115701.0869
MEM 114.921875 1521115701.1872
MEM 114.921875 1521115701.2875
MEM 114.921875 1521115701.3877
MEM 114.921875 1521115701.4880
MEM 114.921875 1521115701.5883
MEM 114.921875 1521115701.6885
MEM 114.921875 1521115701.7888
MEM 114.921875 1521115701.8891
MEM 114.921875 1521115701.9893
MEM 114.921875 1521115702.0896
MEM 114.921875 1521115702.1899
MEM 114.921875 1521115702.2901
MEM 114.921875 1521115702.3904
MEM 114.921875 1521115702.4907
MEM 114.921875 1521115702.5909
MEM 114.921875 1521115702.6912
MEM 114.921875 1521115702.7915
MEM 114.921875 1521115702.8917
MEM 114.921875 1521115702.9920
MEM 114.921875 1521115703.0923
MEM 114.921875 1521115703.1925
MEM 114.921875 1521115703.2928
MEM 114.921875 1521115703.3931
MEM 114.921875 1521115703.4933
MEM 114.921875 1521115703.5936
MEM 114.921875 1521115703.6939
MEM 114.921875 1521115703.7941
MEM 114.921875 1521115703.8944
MEM 114.921875 1521115703.9947
MEM 114.921875 1521115704.0949
MEM 114.921875 1521115704.1952
MEM 114.921875 1521115704.2955
MEM 114.921875 1521115704.3957
MEM 114.921875 1521115704.4960
MEM 114.921875 1521115704.5963
MEM 114.921875 1521115704.6965
MEM 114.921875 1521115704.7968
MEM 114.921875 1521115704.8971
MEM 114.921875 1521115704.9973
MEM 114.921875 1521115705.0976
MEM 114.921875 1521115705.1979
MEM 114.921875 1521115705.2982
MEM 114.921875 1521115705.3984
MEM 114.921875 1521115705.4987
MEM 114.921875 1521115705.5990
MEM 114.921875 1521115705.6993
MEM 114.921875 1521115705.7995
MEM 114.921875 1521115705.8998
MEM 114.921875 1521115706.0001
MEM 114.921875 1521115706.1003
MEM 114.921875 1521115706.2006
MEM 114.921875 1521115706.3009
MEM 114.921875 1521115706.4011
MEM 114.921875 1521115706.5014
MEM 114.964844 1521115706.6017
MEM 114.964844 1521115706.7019
MEM 114.964844 1521115706.8022
MEM 114.964844 1521115706.9025
MEM 114.964844 1521115707.0027
MEM 114.964844 1521115707.1030
MEM 114.964844 1521115707.2033
MEM 114.964844 1521115707.3035
MEM 114.964844 1521115707.4038
MEM 114.964844 1521115707.5041
MEM 114.964844 1521115707.6043
MEM 114.964844 1521115707.7046
MEM 114.964844 1521115707.8049
MEM 114.964844 1521115707.9051
MEM 114.964844 1521115708.0054
MEM 114.964844 1521115708.1057
MEM 114.964844 1521115708.2059
MEM 114.964844 1521115708.3062
MEM 114.964844 1521115708.4065
MEM 114.964844 1521115708.5067
MEM 114.964844 1521115708.6070
MEM 114.964844 1521115708.7073
MEM 114.964844 1521115708.8075
MEM 114.964844 1521115708.9078
MEM 114.964844 1521115709.0081
MEM 114.964844 1521115709.1083
MEM 114.964844 1521115709.2086
MEM 114.964844 1521115709.3089
MEM 114.964844 1521115709.4091
MEM 114.964844 1521115709.5094
MEM 114.964844 1521115709.6097
MEM 114.964844 1521115709.7099
MEM 114.964844 1521115709.8102
MEM 114.964844 1521115709.9105
MEM 114.964844 1521115710.0107
MEM 114.964844 1521115710.1110
MEM 114.964844 1521115710.2113
MEM 114.964844 1521115710.3115
MEM 114.964844 1521115710.4118
MEM 114.964844 1521115710.5121
MEM 114.964844 1521115710.6123
MEM 114.964844 1521115710.7126
MEM 114.964844 1521115710.8129
MEM 114.964844 1521115710.9131
MEM 114.964844 1521115711.0134
MEM 114.964844 1521115711.1137
MEM 114.964844 1521115711.2139
MEM 114.964844 1521115711.3142
MEM 114.964844 1521115711.4150
MEM 114.964844 1521115711.5152
MEM 114.964844 1521115711.6155
MEM 114.964844 1521115711.7158
MEM 114.964844 1521115711.8161
MEM 114.964844 1521115711.9163
MEM 114.964844 1521115712.0166
MEM 114.964844 1521115712.1169
MEM 114.964844 1521115712.2171
MEM 114.964844 1521115712.3174
MEM 114.964844 1521115712.4177
MEM 114.964844 1521115712.5179
MEM 114.964844 1521115712.6182
MEM 114.964844 1521115712.7185
MEM 114.964844 1521115712.8187
MEM 114.964844 1521115712.9190
MEM 114.964844 1521115713.0193
MEM 114.964844 1521115713.1195
MEM 114.964844 1521115713.2198
MEM 114.964844 1521115713.3201
MEM 114.964844 1521115713.4203
MEM 114.964844 1521115713.5206
MEM 114.964844 1521115713.6209
MEM 114.964844 1521115713.7211
MEM 114.964844 1521115713.8214
MEM 114.964844 1521115713.9217
MEM 114.964844 1521115714.0219
MEM 114.964844 1521115714.1222
MEM 114.964844 1521115714.2225
MEM 114.964844 1521115714.3227
MEM 114.964844 1521115714.4230
MEM 114.964844 1521115714.5233
MEM 114.964844 1521115714.6235
MEM 114.964844 1521115714.7238
MEM 114.964844 1521115714.8241
MEM 114.964844 1521115714.9243
MEM 114.964844 1521115715.0246
MEM 114.964844 1521115715.1249
MEM 114.964844 1521115715.2252
MEM 114.964844 1521115715.3254
MEM 114.964844 1521115715.4257
MEM 114.964844 1521115715.5260
MEM 114.964844 1521115715.6263
MEM 114.964844 1521115715.7266
MEM 114.964844 1521115715.8268
MEM 114.964844 1521115715.9271
MEM 114.964844 1521115716.0274
MEM 114.964844 1521115716.1276
MEM 114.964844 1521115716.2279
MEM 114.964844 1521115716.3282
MEM 114.964844 1521115716.4284
MEM 114.964844 1521115716.5287
MEM 114.964844 1521115716.6290
MEM 114.964844 1521115716.7292
MEM 114.964844 1521115716.8295
MEM 114.964844 1521115716.9298
MEM 114.964844 1521115717.0300
MEM 114.964844 1521115717.1303
MEM 114.964844 1521115717.2306
MEM 114.964844 1521115717.3308
MEM 114.964844 1521115717.4311
MEM 114.964844 1521115717.5314
MEM 114.964844 1521115717.6316
MEM 114.964844 1521115717.7319
MEM 114.964844 1521115717.8322
MEM 114.964844 1521115717.9324
MEM 114.964844 1521115718.0327
MEM 114.964844 1521115718.1330
MEM 114.964844 1521115718.2332
MEM 114.964844 1521115718.3335
MEM 114.964844 1521115718.4338
MEM 114.964844 1521115718.5340
MEM 114.964844 1521115718.6343
MEM 114.964844 1521115718.7346
MEM 114.964844 1521115718.8353
MEM 114.964844 1521115718.9356
MEM 114.964844 1521115719.0359
MEM 114.964844 1521115719.1361
MEM 114.964844 1521115719.2364
MEM 114.964844 1521115719.3367
MEM 114.964844 1521115719.4370
MEM 114.964844 1521115719.5372
MEM 114.964844 1521115719.6375
MEM 114.964844 1521115719.7378
MEM 114.964844 1521115719.8380
MEM 114.964844 1521115719.9383
MEM 114.964844 1521115720.0386
MEM 114.964844 1521115720.1388
MEM 114.964844 1521115720.2391
MEM 114.964844 1521115720.3394
MEM 114.964844 1521115720.4396
MEM 114.964844 1521115720.5399
MEM 114.964844 1521115720.6402
MEM 114.964844 1521115720.7404
MEM 114.964844 1521115720.8407
MEM 114.964844 1521115720.9410
MEM 114.964844 1521115721.0412
MEM 114.964844 1521115721.1415
MEM 114.964844 1521115721.2418
MEM 114.964844 1521115721.3420
MEM 114.964844 1521115721.4423
MEM 114.964844 1521115721.5426
MEM 114.964844 1521115721.6428
MEM 114.964844 1521115721.7431
MEM 114.964844 1521115721.8434
MEM 114.964844 1521115721.9436
MEM 114.964844 1521115722.0439
MEM 114.964844 1521115722.1442
MEM 114.964844 1521115722.2444
MEM 114.964844 1521115722.3447
MEM 114.964844 1521115722.4450
MEM 114.964844 1521115722.5452
MEM 114.964844 1521115722.6455
MEM 114.964844 1521115722.7458
MEM 114.964844 1521115722.8460
MEM 114.964844 1521115722.9463
MEM 114.964844 1521115723.0466
MEM 114.964844 1521115723.1468
MEM 114.964844 1521115723.2471
MEM 114.964844 1521115723.3474
MEM 114.964844 1521115723.4476
MEM 114.964844 1521115723.5479
MEM 114.964844 1521115723.6482
MEM 114.964844 1521115723.7484
MEM 114.964844 1521115723.8487
MEM 114.964844 1521115723.9490
MEM 114.964844 1521115724.0492
MEM 114.964844 1521115724.1495
MEM 114.964844 1521115724.2498
MEM 114.964844 1521115724.3500
MEM 114.964844 1521115724.4503
MEM 114.964844 1521115724.5506
MEM 114.964844 1521115724.6508
MEM 114.964844 1521115724.7511
MEM 114.964844 1521115724.8514
MEM 114.964844 1521115724.9516
MEM 114.964844 1521115725.0519
MEM 114.964844 1521115725.1522
MEM 114.964844 1521115725.2524
MEM 114.964844 1521115725.3527
MEM 114.964844 1521115725.4530
MEM 114.964844 1521115725.5532
MEM 114.964844 1521115725.6535
MEM 114.964844 1521115725.7538
MEM 114.964844 1521115725.8540
MEM 114.964844 1521115725.9543
MEM 114.964844 1521115726.0546
MEM 114.964844 1521115726.1548
MEM 114.964844 1521115726.2551
MEM 114.964844 1521115726.3554
MEM 114.964844 1521115726.4556
MEM 114.964844 1521115726.5559
MEM 114.964844 1521115726.6562
MEM 114.964844 1521115726.7564
MEM 114.964844 1521115726.8567
MEM 114.964844 1521115726.9570
MEM 114.964844 1521115727.0572
MEM 114.964844 1521115727.1575
MEM 114.964844 1521115727.2578
MEM 114.964844 1521115727.3580
MEM 114.964844 1521115727.4583
MEM 114.964844 1521115727.5586
MEM 114.964844 1521115727.6588
MEM 114.964844 1521115727.7591
MEM 114.964844 1521115727.8594
MEM 114.964844 1521115727.9596
MEM 114.964844 1521115728.0599
MEM 114.964844 1521115728.1602
MEM 114.964844 1521115728.2604
MEM 114.964844 1521115728.3607
MEM 114.964844 1521115728.4610
MEM 114.964844 1521115728.5612
MEM 114.964844 1521115728.6615
MEM 114.964844 1521115728.7618
MEM 114.964844 1521115728.8620
MEM 114.964844 1521115728.9623
MEM 114.964844 1521115729.0626
MEM 114.964844 1521115729.1628
MEM 114.964844 1521115729.2631
MEM 114.964844 1521115729.3634
MEM 114.964844 1521115729.4636
MEM 114.964844 1521115729.5639
MEM 114.964844 1521115729.6642
MEM 114.964844 1521115729.7645
MEM 114.964844 1521115729.8647
MEM 114.964844 1521115729.9650
MEM 114.964844 1521115730.0653
MEM 114.964844 1521115730.1655
MEM 114.964844 1521115730.2658
MEM 114.964844 1521115730.3661
MEM 114.964844 1521115730.4663
MEM 114.964844 1521115730.5666
MEM 114.964844 1521115730.6669
MEM 114.964844 1521115730.7671
MEM 114.964844 1521115730.8674
MEM 114.964844 1521115730.9677
MEM 114.964844 1521115731.0679
MEM 114.964844 1521115731.1682
MEM 114.964844 1521115731.2685
MEM 114.964844 1521115731.3687
MEM 114.964844 1521115731.4690
MEM 114.964844 1521115731.5693
MEM 114.964844 1521115731.6695
MEM 114.964844 1521115731.7698
MEM 114.964844 1521115731.8701
MEM 114.964844 1521115731.9703
MEM 114.964844 1521115732.0706
MEM 114.964844 1521115732.1709
MEM 114.964844 1521115732.2711
MEM 114.964844 1521115732.3714
MEM 114.964844 1521115732.4717
MEM 114.964844 1521115732.5719
MEM 114.964844 1521115732.6722
MEM 114.964844 1521115732.7725
MEM 114.964844 1521115732.8727
MEM 114.964844 1521115732.9730
MEM 114.964844 1521115733.0733
MEM 114.964844 1521115733.1735
MEM 114.964844 1521115733.2738
MEM 114.964844 1521115733.3741
MEM 114.964844 1521115733.4743
MEM 114.964844 1521115733.5746
MEM 114.964844 1521115733.6749
MEM 114.964844 1521115733.7751
MEM 114.964844 1521115733.8754
MEM 114.964844 1521115733.9757
MEM 114.964844 1521115734.0759
MEM 114.964844 1521115734.1762
MEM 114.964844 1521115734.2765
MEM 114.964844 1521115734.3767
MEM 114.964844 1521115734.4770
MEM 114.964844 1521115734.5773
MEM 114.964844 1521115734.6775
MEM 114.964844 1521115734.7778
MEM 114.964844 1521115734.8781
MEM 114.964844 1521115734.9783
MEM 114.964844 1521115735.0786
MEM 114.964844 1521115735.1789
MEM 114.964844 1521115735.2792
MEM 114.964844 1521115735.3795
MEM 114.964844 1521115735.4798
MEM 114.964844 1521115735.5800
MEM 114.964844 1521115735.6803
MEM 114.964844 1521115735.7806
MEM 114.964844 1521115735.8808
MEM 114.964844 1521115735.9811
MEM 114.964844 1521115736.0814
MEM 114.964844 1521115736.1821
MEM 114.964844 1521115736.2824
MEM 114.964844 1521115736.3827
MEM 114.964844 1521115736.4829
MEM 114.964844 1521115736.5832
MEM 114.964844 1521115736.6835
MEM 114.964844 1521115736.7837
MEM 114.964844 1521115736.8840
MEM 114.964844 1521115736.9843
MEM 114.964844 1521115737.0845
MEM 114.964844 1521115737.1848
MEM 114.964844 1521115737.2851
MEM 114.964844 1521115737.3853
MEM 114.964844 1521115737.4856
MEM 114.964844 1521115737.5859
MEM 114.964844 1521115737.6861
MEM 114.964844 1521115737.7864
MEM 114.964844 1521115737.8867
MEM 114.964844 1521115737.9869
MEM 114.964844 1521115738.0872
MEM 114.964844 1521115738.1875
MEM 114.964844 1521115738.2877
MEM 114.964844 1521115738.3880
MEM 114.964844 1521115738.4883
MEM 114.964844 1521115738.5885
MEM 114.964844 1521115738.6888
MEM 114.964844 1521115738.7891
MEM 114.964844 1521115738.8893
MEM 114.964844 1521115738.9896
MEM 114.964844 1521115739.0899
MEM 114.964844 1521115739.1901
MEM 114.964844 1521115739.2904
MEM 114.964844 1521115739.3907
MEM 114.964844 1521115739.4909
MEM 114.964844 1521115739.5912
MEM 114.964844 1521115739.6915
MEM 114.964844 1521115739.7917
MEM 114.964844 1521115739.8920
MEM 114.964844 1521115739.9923
MEM 114.964844 1521115740.0925
MEM 114.964844 1521115740.1928
MEM 114.964844 1521115740.2931
MEM 114.964844 1521115740.3934
MEM 114.964844 1521115740.4936
MEM 114.964844 1521115740.5939
MEM 114.964844 1521115740.6942
MEM 114.964844 1521115740.7944
MEM 114.964844 1521115740.8947
MEM 114.964844 1521115740.9950
MEM 114.964844 1521115741.0952
MEM 114.964844 1521115741.1955
MEM 114.964844 1521115741.2958
MEM 114.964844 1521115741.3960
MEM 114.964844 1521115741.4963
MEM 114.964844 1521115741.5966
MEM 114.964844 1521115741.6968
MEM 114.964844 1521115741.7971
MEM 114.964844 1521115741.8974
MEM 114.964844 1521115741.9976
MEM 114.964844 1521115742.0979
MEM 114.964844 1521115742.1982
MEM 114.964844 1521115742.2984
MEM 114.964844 1521115742.3987
MEM 114.964844 1521115742.4990
MEM 114.964844 1521115742.5992
MEM 114.964844 1521115742.6995
MEM 114.964844 1521115742.7998
MEM 114.964844 1521115742.9000
MEM 114.964844 1521115743.0003
MEM 114.964844 1521115743.1006
MEM 114.964844 1521115743.2009
MEM 114.964844 1521115743.3011
MEM 114.964844 1521115743.4014
MEM 114.964844 1521115743.5017
MEM 114.964844 1521115743.6019
MEM 114.964844 1521115743.7022
MEM 114.964844 1521115743.8025
MEM 114.964844 1521115743.9027
MEM 114.964844 1521115744.0030
MEM 114.964844 1521115744.1033
MEM 114.964844 1521115744.2035
MEM 114.964844 1521115744.3038
MEM 114.964844 1521115744.4041
MEM 114.964844 1521115744.5043
MEM 114.964844 1521115744.6046
MEM 114.964844 1521115744.7049
MEM 114.964844 1521115744.8051
MEM 114.964844 1521115744.9054
MEM 114.964844 1521115745.0057
MEM 114.964844 1521115745.1059
MEM 114.964844 1521115745.2062
MEM 114.964844 1521115745.3065
MEM 114.964844 1521115745.4067
MEM 114.964844 1521115745.5070
MEM 114.964844 1521115745.6073
MEM 114.964844 1521115745.7075
MEM 114.964844 1521115745.8078
MEM 114.964844 1521115745.9081
MEM 114.964844 1521115746.0084
MEM 114.964844 1521115746.1087
MEM 114.964844 1521115746.2089
MEM 114.964844 1521115746.3092
MEM 114.964844 1521115746.4095
MEM 114.964844 1521115746.5097
MEM 114.964844 1521115746.6100
MEM 114.964844 1521115746.7103
MEM 114.964844 1521115746.8105
MEM 114.964844 1521115746.9108
MEM 114.964844 1521115747.0111
MEM 114.964844 1521115747.1113
MEM 114.964844 1521115747.2116
MEM 114.964844 1521115747.3119
MEM 114.964844 1521115747.4121
MEM 114.964844 1521115747.5124
MEM 114.964844 1521115747.6127
MEM 114.964844 1521115747.7129
MEM 114.964844 1521115747.8132
MEM 114.964844 1521115747.9135
MEM 114.964844 1521115748.0137
MEM 114.964844 1521115748.1140
MEM 114.964844 1521115748.2143
MEM 114.964844 1521115748.3145
MEM 114.964844 1521115748.4148
MEM 114.964844 1521115748.5151
MEM 114.964844 1521115748.6153
MEM 114.964844 1521115748.7156
MEM 114.964844 1521115748.8159
MEM 114.964844 1521115748.9161
MEM 114.964844 1521115749.0164
MEM 114.964844 1521115749.1167
MEM 114.964844 1521115749.2169
MEM 114.964844 1521115749.3172
MEM 114.964844 1521115749.4175
MEM 114.964844 1521115749.5177
MEM 114.964844 1521115749.6180
MEM 114.964844 1521115749.7183
MEM 114.964844 1521115749.8185
MEM 114.964844 1521115749.9188
MEM 114.964844 1521115750.0191
MEM 114.964844 1521115750.1193
MEM 114.964844 1521115750.2196
MEM 114.964844 1521115750.3199
MEM 114.964844 1521115750.4201
MEM 114.964844 1521115750.5204
MEM 114.964844 1521115750.6207
MEM 114.964844 1521115750.7209
MEM 114.964844 1521115750.8212
MEM 114.964844 1521115750.9215
MEM 114.964844 1521115751.0217
MEM 114.964844 1521115751.1220
MEM 114.964844 1521115751.2223
MEM 114.964844 1521115751.3225
MEM 114.964844 1521115751.4228
MEM 114.964844 1521115751.5231
MEM 114.964844 1521115751.6233
MEM 114.964844 1521115751.7236
MEM 114.964844 1521115751.8239
MEM 114.964844 1521115751.9241
MEM 114.964844 1521115752.0244
MEM 114.964844 1521115752.1247
MEM 114.964844 1521115752.2249
MEM 114.964844 1521115752.3252
MEM 114.964844 1521115752.4255
MEM 114.964844 1521115752.5257
MEM 114.964844 1521115752.6260
MEM 114.964844 1521115752.7263
MEM 114.964844 1521115752.8265
MEM 114.964844 1521115752.9268
MEM 114.964844 1521115753.0271
MEM 114.964844 1521115753.1273
MEM 114.964844 1521115753.2276
MEM 114.964844 1521115753.3279
MEM 114.964844 1521115753.4281
MEM 114.964844 1521115753.5284
MEM 114.964844 1521115753.6287
MEM 114.964844 1521115753.7290
MEM 114.964844 1521115753.8292
MEM 114.964844 1521115753.9295
MEM 114.964844 1521115754.0298
MEM 114.964844 1521115754.1300
MEM 114.964844 1521115754.2303
MEM 114.964844 1521115754.3306
MEM 114.964844 1521115754.4309
MEM 114.964844 1521115754.5311
MEM 114.964844 1521115754.6314
MEM 114.964844 1521115754.7317
MEM 114.964844 1521115754.8319
MEM 114.964844 1521115754.9322
MEM 114.964844 1521115755.0325
MEM 114.964844 1521115755.1327
MEM 114.964844 1521115755.2330
MEM 114.964844 1521115755.3333
MEM 114.964844 1521115755.4335
MEM 114.964844 1521115755.5338
MEM 114.964844 1521115755.6341
MEM 114.964844 1521115755.7343
MEM 114.964844 1521115755.8346
MEM 114.964844 1521115755.9349
MEM 114.964844 1521115756.0351
MEM 114.964844 1521115756.1354
MEM 114.964844 1521115756.2357
MEM 114.964844 1521115756.3359
MEM 114.964844 1521115756.4362
MEM 114.964844 1521115756.5365
MEM 114.964844 1521115756.6367
MEM 114.964844 1521115756.7370
MEM 114.964844 1521115756.8373
MEM 114.964844 1521115756.9375
MEM 114.964844 1521115757.0383
MEM 114.964844 1521115757.1386
MEM 114.964844 1521115757.2388
MEM 114.964844 1521115757.3391
MEM 114.964844 1521115757.4394
MEM 114.964844 1521115757.5396
MEM 114.964844 1521115757.6399
MEM 114.964844 1521115757.7402
MEM 114.964844 1521115757.8404
MEM 114.964844 1521115757.9407
MEM 114.964844 1521115758.0410
MEM 114.964844 1521115758.1412
MEM 114.964844 1521115758.2415
MEM 114.964844 1521115758.3418
MEM 114.964844 1521115758.4420
MEM 114.964844 1521115758.5423
